customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status
31488,36,99500,OWN,5,VENTURE,A,"£4,000.00",7.74,6,,16,NO DEFAULT
31489,44,99996,MORTGAGE,4,VENTURE,C,"£14,400.00",12.23,4,Y,16,NO DEFAULT
31490,38,54000,RENT,2,MEDICAL,D,"£14,000.00",,8,N,17,DEFAULT
31491,48,62000,RENT,10,EDUCATION,B,"£14,000.00",12.69,8,,12,NO DEFAULT
31492,41,62004,RENT,5,HOMEIMPROVEMENT,A,"£14,000.00",8.9,1,,17,NO DEFAULT
31493,38,99996,OWN,22,HOMEIMPROVEMENT,D,"£25,000.00",14.96,8,Y,13,NO DEFAULT
31494,41,62500,RENT,4,EDUCATION,B,"£14,000.00",10.25,1,,16,NO DEFAULT
31495,39,100000,MORTGAGE,5,VENTURE,B,"£12,000.00",,9,,13,NO DEFAULT
31496,36,100000,MORTGAGE,5,MEDICAL,A,"£9,350.00",7.51,6,,14,NO DEFAULT
31497,45,100000,MORTGAGE,16,PERSONAL,A,"£16,000.00",6.62,5,,16,NO DEFAULT
31498,38,59000,RENT,5,VENTURE,C,"£14,000.00",13.8,8,N,14,DEFAULT
31499,37,31200,OWN,1,VENTURE,A,"£6,600.00",5.42,7,,12,NO DEFAULT
31500,46,70000,RENT,0,HOMEIMPROVEMENT,B,"£14,000.00",11.26,6,,16,NO DEFAULT
31501,37,100000,MORTGAGE,13,VENTURE,A,"£18,400.00",5.99,7,,15,NO DEFAULT
31502,41,100000,MORTGAGE,10,EDUCATION,A,"£6,000.00",8.49,1,,15,NO DEFAULT
31503,42,75000,RENT,12,HOMEIMPROVEMENT,A,"£14,000.00",6.03,2,,14,NO DEFAULT
31504,37,88000,MORTGAGE,3,HOMEIMPROVEMENT,B,"£6,000.00",11.99,7,,12,NO DEFAULT
31505,40,82000,RENT,2,MEDICAL,B,"£14,000.00",10.37,4,,13,NO DEFAULT
31506,37,73000,RENT,21,DEBTCONSOLIDATION,D,"£14,000.00",16.02,7,N,17,DEFAULT
31507,38,100000,MORTGAGE,5,PERSONAL,B,"£5,500.00",10.37,8,,13,NO DEFAULT
31508,47,100000,MORTGAGE,4,EDUCATION,B,"£2,500.00",9.99,7,,15,NO DEFAULT
31509,38,100000,RENT,0,DEBTCONSOLIDATION,C,"£14,000.00",13.23,8,Y,14,NO DEFAULT
31510,36,88000,MORTGAGE,1,DEBTCONSOLIDATION,C,"£7,750.00",13.23,6,N,14,DEFAULT
31511,37,101644,RENT,13,VENTURE,B,"£14,000.00",,7,,13,NO DEFAULT
31512,37,105000,RENT,6,DEBTCONSOLIDATION,A,"£14,000.00",6.03,7,N,11,DEFAULT
31513,36,100000,MORTGAGE,2,EDUCATION,A,"£8,000.00",6.76,6,,11,NO DEFAULT
31514,36,100000,MORTGAGE,17,DEBTCONSOLIDATION,A,"£6,000.00",7.14,6,,17,NO DEFAULT
31515,45,125004,RENT,7,EDUCATION,C,"£14,000.00",12.61,5,,12,NO DEFAULT
31516,36,126251,RENT,16,HOMEIMPROVEMENT,A,"£14,000.00",7.66,6,,17,NO DEFAULT
31517,36,130000,RENT,3,DEBTCONSOLIDATION,B,"£14,000.00",10.37,6,,14,NO DEFAULT
31518,45,123000,RENT,2,EDUCATION,E,"£14,000.00",,5,N,17,DEFAULT
31519,48,100000,MORTGAGE,3,DEBTCONSOLIDATION,B,"£15,000.00",9.88,8,,11,NO DEFAULT
31520,39,100000,MORTGAGE,9,DEBTCONSOLIDATION,A,"£3,000.00",7.14,9,,11,NO DEFAULT
31521,50,150000,RENT,3,DEBTCONSOLIDATION,A,"£14,000.00",6.91,5,N,12,DEFAULT
31522,41,180000,RENT,16,DEBTCONSOLIDATION,A,"£14,000.00",6.03,1,N,15,DEFAULT
31523,37,100000,MORTGAGE,0,VENTURE,C,"£9,600.00",13.22,7,Y,17,NO DEFAULT
31524,42,100000,MORTGAGE,7,EDUCATION,C,"£5,000.00",14.26,2,Y,15,NO DEFAULT
31525,39,100000,MORTGAGE,0,VENTURE,D,"£6,000.00",14.11,9,,16,NO DEFAULT
31526,42,100000,MORTGAGE,16,DEBTCONSOLIDATION,C,"£4,800.00",13.47,2,Y,13,NO DEFAULT
31527,47,119000,RENT,5,PERSONAL,A,"£14,250.00",7.66,7,,16,NO DEFAULT
31528,40,100010,MORTGAGE,11,MEDICAL,B,"£8,000.00",9.99,4,,15,NO DEFAULT
31529,36,100111,MORTGAGE,5,VENTURE,C,"£20,000.00",13.49,6,,11,NO DEFAULT
31530,38,100280,MORTGAGE,1,VENTURE,B,"£17,850.00",11.99,8,,17,NO DEFAULT
31531,49,74880,RENT,6,MEDICAL,A,"£14,300.00",7.51,9,,16,NO DEFAULT
31532,36,100671,MORTGAGE,6,MEDICAL,B,"£12,000.00",,6,,14,NO DEFAULT
31533,38,30120,RENT,1,HOMEIMPROVEMENT,D,"£14,400.00",12.8,8,Y,17,DEFAULT
31534,39,101000,MORTGAGE,17,EDUCATION,C,"£2,500.00",13.47,9,Y,17,NO DEFAULT
31535,36,101004,MORTGAGE,11,MEDICAL,A,"£12,000.00",5.79,6,,11,NO DEFAULT
31536,46,101500,MORTGAGE,8,DEBTCONSOLIDATION,B,"£15,000.00",11.14,6,,14,NO DEFAULT
31537,45,48000,RENT,5,PERSONAL,A,"£14,400.00",8.49,5,,15,NO DEFAULT
31538,41,102000,MORTGAGE,20,VENTURE,B,"£7,500.00",11.49,1,,17,NO DEFAULT
31539,41,102000,OWN,5,EDUCATION,A,"£7,000.00",6.92,1,,12,NO DEFAULT
31540,37,60000,RENT,4,MEDICAL,B,"£14,400.00",10.62,7,,15,NO DEFAULT
31541,50,102031,MORTGAGE,9,HOMEIMPROVEMENT,D,"£12,000.00",14.96,5,Y,11,NO DEFAULT
31542,41,102300,MORTGAGE,9,MEDICAL,B,"£8,800.00",11.58,1,,11,NO DEFAULT
31543,39,75000,RENT,0,EDUCATION,B,"£14,400.00",12.53,9,,11,NO DEFAULT
31544,49,103000,MORTGAGE,14,DEBTCONSOLIDATION,A,"£12,600.00",9.32,9,,11,NO DEFAULT
31545,38,85000,RENT,1,VENTURE,B,"£14,400.00",11.99,8,,14,NO DEFAULT
31546,38,103970,MORTGAGE,0,DEBTCONSOLIDATION,C,"£15,000.00",14.35,8,Y,14,NO DEFAULT
31547,36,30000,OWN,,VENTURE,B,"£8,000.00",9.99,6,,15,NO DEFAULT
31548,39,96500,RENT,4,DEBTCONSOLIDATION,D,"£14,400.00",15.2,9,N,11,DEFAULT
31549,38,104800,MORTGAGE,6,HOMEIMPROVEMENT,A,"£14,000.00",6.03,8,,11,NO DEFAULT
31550,38,105000,MORTGAGE,22,VENTURE,A,"£12,350.00",6.62,8,,11,NO DEFAULT
31551,42,105000,MORTGAGE,18,EDUCATION,C,"£2,400.00",13.06,2,Y,17,NO DEFAULT
31552,42,42000,RENT,6,EDUCATION,D,"£14,500.00",15.57,2,N,14,DEFAULT
31553,41,105000,MORTGAGE,4,VENTURE,B,"£21,000.00",10.25,1,,15,NO DEFAULT
31554,37,80004,RENT,7,MEDICAL,B,"£14,500.00",11.26,7,,14,NO DEFAULT
31555,37,105000,MORTGAGE,2,EDUCATION,B,"£25,000.00",12.18,7,,15,NO DEFAULT
31556,49,105000,MORTGAGE,1,DEBTCONSOLIDATION,A,"£11,000.00",9.32,9,,13,NO DEFAULT
31557,39,105000,MORTGAGE,1,DEBTCONSOLIDATION,A,"£9,000.00",9.32,9,,12,NO DEFAULT
31558,41,46152,RENT,10,PERSONAL,B,"£14,525.00",11.11,1,,16,NO DEFAULT
31559,43,93000,MORTGAGE,15,DEBTCONSOLIDATION,D,"£7,500.00",12.86,3,Y,15,DEFAULT
31560,46,80409,RENT,2,EDUCATION,A,"£14,550.00",8.94,6,,11,NO DEFAULT
31561,39,105201,MORTGAGE,20,VENTURE,A,"£15,000.00",6.91,9,,15,NO DEFAULT
31562,46,105398,MORTGAGE,9,HOMEIMPROVEMENT,D,"£20,700.00",17.43,6,,12,NO DEFAULT
31563,36,105859,OWN,20,VENTURE,B,"£12,000.00",11.99,6,,15,NO DEFAULT
31564,36,106000,MORTGAGE,15,HOMEIMPROVEMENT,A,"£4,025.00",7.49,6,,14,NO DEFAULT
31565,38,106000,MORTGAGE,4,HOMEIMPROVEMENT,C,"£5,000.00",12.99,8,Y,12,NO DEFAULT
31566,50,106000,MORTGAGE,2,MEDICAL,A,"£10,200.00",9.32,5,,15,NO DEFAULT
31567,48,94050,MORTGAGE,1,DEBTCONSOLIDATION,D,"£23,000.00",14.96,8,Y,16,DEFAULT
31568,46,107000,OWN,17,VENTURE,C,"£4,000.00",13.49,6,,14,NO DEFAULT
31569,38,107004,MORTGAGE,11,VENTURE,B,"£15,000.00",10,8,,16,NO DEFAULT
31570,36,107004,MORTGAGE,3,HOMEIMPROVEMENT,B,"£13,000.00",11.83,6,,15,NO DEFAULT
31571,44,30000,OWN,3,VENTURE,B,"£7,500.00",10.39,4,,11,NO DEFAULT
31572,36,108000,MORTGAGE,7,EDUCATION,A,"£14,000.00",8.9,6,,12,NO DEFAULT
31573,48,30000,OWN,0,EDUCATION,C,"£10,000.00",,8,Y,12,NO DEFAULT
31574,40,108000,OWN,,PERSONAL,A,"£3,500.00",,4,,15,NO DEFAULT
31575,44,108000,MORTGAGE,12,HOMEIMPROVEMENT,B,"£10,000.00",11.11,4,,11,NO DEFAULT
31576,40,35416,RENT,15,MEDICAL,A,"£2,000.00",6.91,4,,14,NO DEFAULT
31577,38,108000,MORTGAGE,7,VENTURE,A,"£4,000.00",7.74,8,,11,NO DEFAULT
31578,36,108000,MORTGAGE,1,MEDICAL,A,"£7,000.00",7.74,6,,14,NO DEFAULT
31579,43,108639,MORTGAGE,3,MEDICAL,B,"£18,000.00",10.75,3,,13,NO DEFAULT
31580,47,109000,OWN,15,VENTURE,A,"£16,000.00",7.05,7,,14,NO DEFAULT
31581,44,109000,MORTGAGE,17,MEDICAL,C,"£12,800.00",13.79,4,Y,12,NO DEFAULT
31582,41,109920,MORTGAGE,18,DEBTCONSOLIDATION,C,"£20,000.00",13.35,1,Y,17,NO DEFAULT
31583,36,39996,RENT,0,VENTURE,B,"£2,000.00",11.49,6,,11,NO DEFAULT
31584,42,110000,MORTGAGE,6,VENTURE,C,"£10,800.00",14.27,2,,17,NO DEFAULT
31585,41,110000,MORTGAGE,7,VENTURE,B,"£30,000.00",9.91,1,,11,NO DEFAULT
31586,36,110000,MORTGAGE,7,VENTURE,A,"£16,000.00",6.03,6,,12,NO DEFAULT
31587,38,42000,RENT,3,PERSONAL,B,"£2,000.00",10.38,8,,17,NO DEFAULT
31588,38,110000,MORTGAGE,16,MEDICAL,A,"£3,000.00",8.49,8,,17,NO DEFAULT
31589,41,42000,RENT,5,DEBTCONSOLIDATION,C,"£2,000.00",13.23,1,Y,15,NO DEFAULT
31590,36,42000,RENT,2,VENTURE,B,"£2,000.00",11.14,6,,11,NO DEFAULT
31591,40,110000,MORTGAGE,14,PERSONAL,B,"£5,000.00",11.49,4,,14,NO DEFAULT
31592,36,110000,MORTGAGE,3,MEDICAL,A,"£9,000.00",,6,,16,NO DEFAULT
31593,38,110000,OWN,6,PERSONAL,C,"£12,000.00",12.99,8,Y,11,NO DEFAULT
31594,38,110000,MORTGAGE,5,PERSONAL,B,"£16,000.00",11.99,8,,17,NO DEFAULT
31595,45,110000,MORTGAGE,5,PERSONAL,B,"£20,000.00",11.11,5,,16,NO DEFAULT
31596,49,110000,MORTGAGE,11,HOMEIMPROVEMENT,A,"£3,000.00",7.51,9,,16,NO DEFAULT
31597,38,28800,OWN,23,VENTURE,A,"£13,000.00",8.32,8,,12,NO DEFAULT
31598,37,110000,MORTGAGE,0,MEDICAL,B,"£24,000.00",11.36,7,,11,NO DEFAULT
31599,40,50000,RENT,3,PERSONAL,B,"£2,000.00",11.49,4,,17,NO DEFAULT
31600,37,110000,MORTGAGE,11,HOMEIMPROVEMENT,A,"£12,000.00",7.88,7,,16,NO DEFAULT
31601,48,110000,MORTGAGE,6,EDUCATION,A,"£6,000.00",8.94,8,,14,NO DEFAULT
31602,36,44004,RENT,4,DEBTCONSOLIDATION,C,"£2,000.00",13.61,6,Y,13,DEFAULT
31603,36,110000,MORTGAGE,9,HOMEIMPROVEMENT,A,"£15,000.00",9.63,6,,15,NO DEFAULT
31604,37,30000,RENT,6,PERSONAL,D,"£15,000.00",,7,N,12,DEFAULT
31605,38,30000,RENT,0,PERSONAL,D,"£15,000.00",14.61,8,Y,15,DEFAULT
31606,41,110004,MORTGAGE,7,EDUCATION,C,"£25,000.00",12.73,1,Y,14,NO DEFAULT
31607,40,28000,OWN,18,VENTURE,B,"£1,600.00",9.99,4,,17,NO DEFAULT
31608,41,28000,OWN,9,EDUCATION,A,"£2,000.00",7.74,1,,16,NO DEFAULT
31609,40,28000,OWN,3,PERSONAL,D,"£12,000.00",16,4,Y,14,NO DEFAULT
31610,43,112000,MORTGAGE,14,PERSONAL,D,"£25,000.00",14.96,3,Y,15,NO DEFAULT
31611,45,100000,MORTGAGE,3,DEBTCONSOLIDATION,D,"£10,000.00",16,5,Y,13,DEFAULT
31612,38,112224,MORTGAGE,5,EDUCATION,A,"£25,000.00",6.99,8,,13,NO DEFAULT
31613,42,101000,MORTGAGE,6,DEBTCONSOLIDATION,E,"£25,000.00",16.15,2,Y,17,NO DEFAULT
31614,38,114000,MORTGAGE,22,DEBTCONSOLIDATION,B,"£19,000.00",9.99,8,,12,NO DEFAULT
31615,40,114000,MORTGAGE,11,MEDICAL,A,"£6,000.00",5.42,4,,17,NO DEFAULT
31616,42,114000,MORTGAGE,4,PERSONAL,B,"£19,200.00",11.36,2,,15,NO DEFAULT
31617,40,114054,MORTGAGE,3,DEBTCONSOLIDATION,A,"£35,000.00",8.9,4,,14,NO DEFAULT
31618,46,114440,MORTGAGE,0,EDUCATION,A,"£3,000.00",8.59,6,,17,NO DEFAULT
31619,42,114996,MORTGAGE,2,VENTURE,A,"£2,850.00",,2,,12,NO DEFAULT
31620,39,114996,MORTGAGE,15,DEBTCONSOLIDATION,A,"£12,500.00",6.54,9,,11,NO DEFAULT
31621,39,44531,RENT,0,DEBTCONSOLIDATION,B,"£15,000.00",12.53,9,N,13,DEFAULT
31622,36,115000,MORTGAGE,13,VENTURE,A,"£10,000.00",5.42,6,,15,NO DEFAULT
31623,49,45000,RENT,2,DEBTCONSOLIDATION,C,"£15,000.00",13.49,9,N,12,DEFAULT
31624,44,115000,MORTGAGE,3,HOMEIMPROVEMENT,B,"£12,000.00",,4,,14,NO DEFAULT
31625,46,39000,RENT,2,DEBTCONSOLIDATION,B,"£15,000.00",10.99,6,N,12,DEFAULT
31626,39,115000,MORTGAGE,6,VENTURE,D,"£25,000.00",15.58,9,Y,17,NO DEFAULT
31627,45,115000,MORTGAGE,8,VENTURE,A,"£8,000.00",8.94,5,,11,NO DEFAULT
31628,41,115000,MORTGAGE,2,PERSONAL,D,"£20,000.00",14.61,1,,11,NO DEFAULT
31629,37,39000,RENT,5,PERSONAL,B,"£15,000.00",10.96,7,N,12,DEFAULT
31630,46,116000,MORTGAGE,6,DEBTCONSOLIDATION,A,"£10,000.00",6.03,6,,15,NO DEFAULT
31631,46,104000,MORTGAGE,1,EDUCATION,D,"£30,000.00",18.39,6,N,15,DEFAULT
31632,39,88400,MORTGAGE,20,MEDICAL,E,"£25,000.00",18.3,9,,13,NO DEFAULT
31633,45,47000,RENT,13,MEDICAL,D,"£15,000.00",16.4,5,Y,11,DEFAULT
31634,40,116000,MORTGAGE,3,VENTURE,C,"£12,000.00",,4,,16,NO DEFAULT
31635,50,116000,MORTGAGE,22,PERSONAL,B,"£5,000.00",10.25,5,,17,NO DEFAULT
31636,38,117000,MORTGAGE,5,HOMEIMPROVEMENT,C,"£10,700.00",14.27,8,Y,14,NO DEFAULT
31637,36,117000,MORTGAGE,3,HOMEIMPROVEMENT,C,"£20,400.00",13.06,6,,11,NO DEFAULT
31638,37,117000,MORTGAGE,15,HOMEIMPROVEMENT,C,"£8,000.00",13.06,7,,13,NO DEFAULT
31639,37,117000,MORTGAGE,3,PERSONAL,A,"£10,000.00",8.94,7,,11,NO DEFAULT
31640,38,117400,MORTGAGE,7,PERSONAL,B,"£16,000.00",10.75,8,,16,NO DEFAULT
31641,37,39996,RENT,2,MEDICAL,A,"£1,800.00",9.63,7,,13,NO DEFAULT
31642,38,117960,MORTGAGE,0,MEDICAL,A,"£12,000.00",,8,,17,NO DEFAULT
31643,38,26400,OWN,,HOMEIMPROVEMENT,C,"£4,750.00",12.73,8,Y,14,NO DEFAULT
31644,38,118000,MORTGAGE,12,DEBTCONSOLIDATION,B,"£11,400.00",10.59,8,,12,NO DEFAULT
31645,42,41000,RENT,2,HOMEIMPROVEMENT,D,"£15,000.00",16.95,2,Y,15,DEFAULT
31646,45,118000,MORTGAGE,15,HOMEIMPROVEMENT,B,"£25,000.00",12.18,5,,12,NO DEFAULT
31647,43,47840,RENT,27,PERSONAL,B,"£15,000.00",12.42,3,,12,NO DEFAULT
31648,41,118075,MORTGAGE,5,MEDICAL,B,"£28,000.00",11.71,1,,13,NO DEFAULT
31649,45,118560,MORTGAGE,1,VENTURE,C,"£20,000.00",,5,,15,NO DEFAULT
31650,36,48000,RENT,8,MEDICAL,C,"£15,000.00",13.98,6,N,15,DEFAULT
31651,45,119004,MORTGAGE,13,PERSONAL,B,"£5,000.00",11.49,5,,13,NO DEFAULT
31652,44,120000,MORTGAGE,6,HOMEIMPROVEMENT,A,"£4,000.00",,4,,14,NO DEFAULT
31653,41,43439,RENT,,MEDICAL,C,"£15,000.00",12.73,1,N,15,DEFAULT
31654,36,120000,MORTGAGE,11,MEDICAL,A,"£30,000.00",6.62,6,,11,NO DEFAULT
31655,40,108000,MORTGAGE,7,DEBTCONSOLIDATION,D,"£6,000.00",17.27,4,N,16,DEFAULT
31656,40,25920,OWN,2,HOMEIMPROVEMENT,D,"£4,750.00",,4,,17,NO DEFAULT
31657,36,50000,RENT,4,HOMEIMPROVEMENT,A,"£15,000.00",8.9,6,,14,NO DEFAULT
31658,39,108000,MORTGAGE,3,HOMEIMPROVEMENT,A,"£12,000.00",6.99,9,,13,NO DEFAULT
31659,36,120000,MORTGAGE,12,DEBTCONSOLIDATION,A,"£14,500.00",5.42,6,,15,NO DEFAULT
31660,37,120000,MORTGAGE,5,PERSONAL,A,"£5,400.00",5.99,7,,17,NO DEFAULT
31661,39,108000,MORTGAGE,6,EDUCATION,D,"£30,000.00",16.49,9,Y,11,DEFAULT
31662,37,50000,RENT,1,HOMEIMPROVEMENT,C,"£15,000.00",13.22,7,Y,11,NO DEFAULT
31663,48,120000,MORTGAGE,18,DEBTCONSOLIDATION,C,"£3,600.00",,8,Y,17,NO DEFAULT
31664,40,120000,MORTGAGE,6,PERSONAL,B,"£9,600.00",10.59,4,,14,NO DEFAULT
31665,47,120000,MORTGAGE,9,EDUCATION,B,"£15,000.00",10.99,7,,12,NO DEFAULT
31666,37,25000,OWN,2,VENTURE,B,"£5,000.00",9.91,7,,11,NO DEFAULT
31667,39,108000,MORTGAGE,2,HOMEIMPROVEMENT,D,"£20,000.00",14.54,9,Y,14,DEFAULT
31668,50,120000,MORTGAGE,0,HOMEIMPROVEMENT,D,"£5,575.00",15.2,5,Y,13,NO DEFAULT
31669,40,25000,OWN,2,VENTURE,A,"£8,500.00",7.51,4,,11,NO DEFAULT
31670,39,120000,MORTGAGE,9,MEDICAL,A,"£12,000.00",5.79,9,,11,NO DEFAULT
31671,37,91800,MORTGAGE,21,MEDICAL,D,"£20,000.00",14.84,7,Y,12,DEFAULT
31672,43,91800,MORTGAGE,0,MEDICAL,D,"£8,400.00",14.84,3,N,14,DEFAULT
31673,42,120000,MORTGAGE,0,EDUCATION,B,"£9,250.00",11.86,2,,13,NO DEFAULT
31674,42,120000,MORTGAGE,18,PERSONAL,B,"£6,000.00",10.38,2,,11,NO DEFAULT
31675,41,120000,MORTGAGE,8,MEDICAL,B,"£20,000.00",10.25,1,,11,NO DEFAULT
31676,38,120000,MORTGAGE,2,DEBTCONSOLIDATION,B,"£24,250.00",,8,,12,NO DEFAULT
31677,49,120000,MORTGAGE,12,MEDICAL,B,"£12,000.00",10.99,9,,12,NO DEFAULT
31678,36,120000,MORTGAGE,5,HOMEIMPROVEMENT,B,"£25,000.00",10.99,6,,11,NO DEFAULT
31679,40,120000,OWN,15,MEDICAL,B,"£20,000.00",,4,,11,NO DEFAULT
31680,38,120000,OWN,11,VENTURE,D,"£23,600.00",14.96,8,Y,13,NO DEFAULT
31681,37,91800,MORTGAGE,0,MEDICAL,E,"£5,000.00",19.47,7,Y,16,NO DEFAULT
31682,39,25000,OWN,16,PERSONAL,A,"£8,000.00",7.51,9,,14,NO DEFAULT
31683,47,25000,OWN,2,PERSONAL,C,"£10,750.00",14.22,7,Y,16,NO DEFAULT
31684,40,120000,MORTGAGE,2,VENTURE,B,"£17,000.00",10.51,4,,15,NO DEFAULT
31685,42,108000,MORTGAGE,14,VENTURE,D,"£14,400.00",13.67,2,Y,16,DEFAULT
31686,36,120000,OWN,21,PERSONAL,D,"£10,000.00",13.3,6,Y,13,NO DEFAULT
31687,36,53550,RENT,1,MEDICAL,B,"£1,600.00",12.21,6,N,16,DEFAULT
31688,37,120996,MORTGAGE,14,HOMEIMPROVEMENT,A,"£4,000.00",7.66,7,,15,NO DEFAULT
31689,39,11820,RENT,,MEDICAL,B,"£1,500.00",11.11,9,,11,NO DEFAULT
31690,39,121200,MORTGAGE,16,VENTURE,A,"£1,450.00",6.76,9,,17,NO DEFAULT
31691,43,122000,OWN,20,MEDICAL,B,"£12,000.00",11.83,3,,11,NO DEFAULT
31692,43,122500,MORTGAGE,4,EDUCATION,A,"£9,150.00",6.03,3,,12,NO DEFAULT
31693,37,123000,MORTGAGE,1,PERSONAL,C,"£35,000.00",14.27,7,Y,16,NO DEFAULT
31694,41,17000,RENT,0,PERSONAL,C,"£1,500.00",15.23,1,N,13,DEFAULT
31695,46,17496,RENT,6,HOMEIMPROVEMENT,B,"£1,500.00",11.14,6,N,13,DEFAULT
31696,38,123600,MORTGAGE,16,EDUCATION,A,"£12,000.00",6.92,8,,14,NO DEFAULT
31697,42,123735,MORTGAGE,8,DEBTCONSOLIDATION,A,"£6,400.00",6.99,2,,16,NO DEFAULT
31698,37,124000,MORTGAGE,4,HOMEIMPROVEMENT,D,"£30,000.00",17.99,7,,12,NO DEFAULT
31699,36,124000,MORTGAGE,2,DEBTCONSOLIDATION,C,"£2,000.00",12.99,6,Y,16,NO DEFAULT
31700,38,124000,MORTGAGE,8,VENTURE,D,"£12,000.00",,8,,16,NO DEFAULT
31701,37,124000,MORTGAGE,4,HOMEIMPROVEMENT,C,"£19,000.00",13.92,7,Y,16,NO DEFAULT
31702,41,24000,OWN,3,EDUCATION,C,"£4,500.00",12.99,1,Y,14,NO DEFAULT
31703,42,125000,MORTGAGE,5,MEDICAL,A,"£35,000.00",7.9,2,,12,NO DEFAULT
31704,45,125000,MORTGAGE,0,HOMEIMPROVEMENT,A,"£12,000.00",6.03,5,,14,NO DEFAULT
31705,42,24000,OWN,10,MEDICAL,A,"£5,000.00",,2,,11,NO DEFAULT
31706,40,22800,RENT,0,MEDICAL,A,"£1,500.00",7.29,4,,16,NO DEFAULT
31707,39,125000,MORTGAGE,13,DEBTCONSOLIDATION,A,"£4,500.00",6.62,9,,11,NO DEFAULT
31708,41,125000,MORTGAGE,,VENTURE,A,"£14,975.00",6.03,1,,16,NO DEFAULT
31709,36,125000,MORTGAGE,14,MEDICAL,A,"£14,500.00",,6,,16,NO DEFAULT
31710,39,25140,RENT,8,DEBTCONSOLIDATION,C,"£1,500.00",14.22,9,Y,13,DEFAULT
31711,40,125000,MORTGAGE,3,PERSONAL,A,"£10,200.00",7.49,4,,13,NO DEFAULT
31712,40,54000,RENT,4,PERSONAL,C,"£15,000.00",14.26,4,,12,NO DEFAULT
31713,43,125000,MORTGAGE,,HOMEIMPROVEMENT,A,"£8,800.00",7.88,3,,13,NO DEFAULT
31714,41,125000,MORTGAGE,7,DEBTCONSOLIDATION,C,"£20,000.00",13.11,1,Y,13,NO DEFAULT
31715,45,125000,MORTGAGE,14,PERSONAL,B,"£10,000.00",,5,,12,NO DEFAULT
31716,50,56000,RENT,2,HOMEIMPROVEMENT,C,"£15,000.00",13.47,5,,15,NO DEFAULT
31717,42,113000,MORTGAGE,11,EDUCATION,D,"£24,000.00",15.31,2,Y,15,DEFAULT
31718,37,125000,MORTGAGE,1,HOMEIMPROVEMENT,A,"£8,000.00",9.32,7,,15,NO DEFAULT
31719,42,57000,RENT,4,MEDICAL,C,"£15,000.00",13.43,2,Y,12,NO DEFAULT
31720,40,52000,RENT,2,EDUCATION,E,"£15,000.00",18.62,4,Y,17,DEFAULT
31721,45,126000,MORTGAGE,5,VENTURE,B,"£6,000.00",10.65,5,,12,NO DEFAULT
31722,44,58000,RENT,2,HOMEIMPROVEMENT,C,"£15,000.00",13.48,4,Y,15,NO DEFAULT
31723,39,126000,MORTGAGE,3,MEDICAL,B,"£14,000.00",9.99,9,,14,NO DEFAULT
31724,38,126000,MORTGAGE,3,EDUCATION,D,"£2,400.00",,8,Y,14,NO DEFAULT
31725,39,24000,OWN,0,HOMEIMPROVEMENT,A,"£3,000.00",7.74,9,,11,NO DEFAULT
31726,40,115000,MORTGAGE,16,HOMEIMPROVEMENT,B,"£10,000.00",11.11,4,,11,NO DEFAULT
31727,37,60000,RENT,,DEBTCONSOLIDATION,B,"£15,000.00",12.42,7,,15,NO DEFAULT
31728,43,98600,MORTGAGE,0,MEDICAL,D,"£7,750.00",15.31,3,Y,14,DEFAULT
31729,42,98603,MORTGAGE,19,MEDICAL,C,"£24,250.00",14.22,2,N,14,DEFAULT
31730,46,60000,RENT,10,MEDICAL,C,"£15,000.00",13.49,6,,17,NO DEFAULT
31731,38,130000,MORTGAGE,1,HOMEIMPROVEMENT,B,"£30,000.00",9.91,8,,14,NO DEFAULT
31732,46,60000,RENT,9,VENTURE,D,"£15,000.00",16.32,6,,13,NO DEFAULT
31733,36,60000,RENT,2,VENTURE,B,"£15,000.00",,6,,16,NO DEFAULT
31734,36,60000,RENT,0,HOMEIMPROVEMENT,C,"£15,000.00",13.57,6,,12,NO DEFAULT
31735,45,118000,MORTGAGE,11,EDUCATION,C,"£9,600.00",13.99,5,Y,12,DEFAULT
31736,38,130000,MORTGAGE,8,DEBTCONSOLIDATION,B,"£11,000.00",10.74,8,,11,NO DEFAULT
31737,36,130000,MORTGAGE,9,PERSONAL,B,"£12,000.00",,6,,14,NO DEFAULT
31738,40,100300,MORTGAGE,2,MEDICAL,D,"£25,000.00",14.83,4,N,16,DEFAULT
31739,40,130000,MORTGAGE,0,DEBTCONSOLIDATION,A,"£24,250.00",6.17,4,,16,NO DEFAULT
31740,39,130000,OWN,13,HOMEIMPROVEMENT,D,"£25,000.00",16.07,9,,14,NO DEFAULT
31741,37,22800,OWN,18,EDUCATION,A,"£7,000.00",6.03,7,,15,NO DEFAULT
31742,36,65000,RENT,7,MEDICAL,B,"£15,000.00",10.59,6,,17,NO DEFAULT
31743,41,132000,MORTGAGE,3,DEBTCONSOLIDATION,C,"£8,000.00",13.49,1,Y,17,NO DEFAULT
31744,40,132000,MORTGAGE,7,HOMEIMPROVEMENT,A,"£7,500.00",7.29,4,,15,NO DEFAULT
31745,36,65000,RENT,7,MEDICAL,C,"£15,000.00",13.72,6,,11,NO DEFAULT
31746,39,134000,MORTGAGE,,VENTURE,B,"£25,000.00",10.25,9,,17,NO DEFAULT
